"wz11cd","lsoa11cd","msoa11cd","date","NS-SeC: All categories: NS-SeC; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: L15 Full-time students; measures: Value"
"E33020226","E01009325","E02001889",2011,754,64,3,0,3,61,25,6,29,1,143,100,90,3,3,4,14,29,111,39,57,14,1,152,46,46,0,106,106,0,23,13,10,10,0,153,32,87,2,8,1,23,0,69,9,6,27,27,0,39
"E33020226","E01009343","E02001889",2011,754,64,3,0,3,61,25,6,29,1,143,100,90,3,3,4,14,29,111,39,57,14,1,152,46,46,0,106,106,0,23,13,10,10,0,153,32,87,2,8,1,23,0,69,9,6,27,27,0,39
"E33020226","E01009342","E02001889",2011,754,64,3,0,3,61,25,6,29,1,143,100,90,3,3,4,14,29,111,39,57,14,1,152,46,46,0,106,106,0,23,13,10,10,0,153,32,87,2,8,1,23,0,69,9,6,27,27,0,39
"E33020227","E01009343","E02001889",2011,355,11,3,0,3,8,6,1,1,0,83,64,54,0,6,4,7,12,61,12,43,3,3,84,15,15,0,69,68,1,19,12,7,7,0,55,13,28,2,10,0,2,0,35,20,1,5,9,0,7
"E33020227","E01009342","E02001889",2011,355,11,3,0,3,8,6,1,1,0,83,64,54,0,6,4,7,12,61,12,43,3,3,84,15,15,0,69,68,1,19,12,7,7,0,55,13,28,2,10,0,2,0,35,20,1,5,9,0,7
"E33020228","E01008990","E02001890",2011,1037,371,87,0,87,284,87,176,20,1,281,207,155,37,12,3,57,17,232,215,10,6,1,44,6,6,0,38,37,1,24,16,8,8,0,43,7,27,2,3,0,4,0,25,7,1,3,14,0,17
"E33020228","E01008991","E02001890",2011,1037,371,87,0,87,284,87,176,20,1,281,207,155,37,12,3,57,17,232,215,10,6,1,44,6,6,0,38,37,1,24,16,8,8,0,43,7,27,2,3,0,4,0,25,7,1,3,14,0,17
"E33020228","E01008988","E02001890",2011,1037,371,87,0,87,284,87,176,20,1,281,207,155,37,12,3,57,17,232,215,10,6,1,44,6,6,0,38,37,1,24,16,8,8,0,43,7,27,2,3,0,4,0,25,7,1,3,14,0,17
"E33020229","E01008989","E02001890",2011,405,60,12,1,11,48,16,11,18,3,93,54,26,9,13,6,27,12,51,30,18,3,0,30,13,13,0,17,16,1,35,27,8,8,0,92,3,73,0,1,0,15,0,26,14,3,1,8,0,18
"E33020229","E01008991","E02001890",2011,405,60,12,1,11,48,16,11,18,3,93,54,26,9,13,6,27,12,51,30,18,3,0,30,13,13,0,17,16,1,35,27,8,8,0,92,3,73,0,1,0,15,0,26,14,3,1,8,0,18
"E33020230","E01008990","E02001890",2011,1281,293,60,0,60,233,206,17,9,1,414,311,288,15,8,0,63,40,195,123,45,26,1,24,6,6,0,18,18,0,62,44,18,17,1,106,9,66,3,1,1,20,6,35,10,0,4,20,1,152
"E33020231","E01008987","E02001890",2011,411,61,5,0,5,56,29,4,22,1,92,49,30,4,14,1,35,8,48,33,8,5,2,24,6,6,0,18,18,0,55,44,11,10,1,64,7,39,0,1,0,17,0,38,16,0,3,19,0,29
"E33020231","E01008988","E02001890",2011,411,61,5,0,5,56,29,4,22,1,92,49,30,4,14,1,35,8,48,33,8,5,2,24,6,6,0,18,18,0,55,44,11,10,1,64,7,39,0,1,0,17,0,38,16,0,3,19,0,29
"E33020232","E01008988","E02001890",2011,411,39,4,0,4,35,13,10,11,1,178,147,128,4,13,2,26,5,44,15,22,6,1,41,9,9,0,32,32,0,11,10,1,1,0,45,5,27,0,2,0,8,3,26,4,0,1,21,0,27
"E33020232","E01008986","E02001890",2011,411,39,4,0,4,35,13,10,11,1,178,147,128,4,13,2,26,5,44,15,22,6,1,41,9,9,0,32,32,0,11,10,1,1,0,45,5,27,0,2,0,8,3,26,4,0,1,21,0,27
"E33020233","E01008987","E02001890",2011,252,27,13,1,12,14,8,4,2,0,54,40,33,1,5,1,9,5,25,13,10,1,1,26,6,6,0,20,20,0,49,22,27,1,26,17,3,6,2,4,0,2,0,29,1,4,9,15,0,25
"E33020234","E01008989","E02001890",2011,335,36,3,0,3,33,16,6,5,6,86,53,23,1,24,5,17,16,36,8,25,2,1,63,3,3,0,60,60,0,18,13,5,5,0,52,3,42,1,3,2,0,1,30,6,3,8,13,0,14
"E33020234","E01008986","E02001890",2011,335,36,3,0,3,33,16,6,5,6,86,53,23,1,24,5,17,16,36,8,25,2,1,63,3,3,0,60,60,0,18,13,5,5,0,52,3,42,1,3,2,0,1,30,6,3,8,13,0,14
"E33020235","E01009326","E02001892",2011,578,23,2,0,2,21,13,5,2,1,215,185,173,4,8,0,11,19,102,22,73,4,3,67,15,15,0,52,52,0,21,17,4,4,0,49,10,26,0,1,0,6,6,91,55,2,8,26,0,10
"E33020235","E01008898","E02001892",2011,578,23,2,0,2,21,13,5,2,1,215,185,173,4,8,0,11,19,102,22,73,4,3,67,15,15,0,52,52,0,21,17,4,4,0,49,10,26,0,1,0,6,6,91,55,2,8,26,0,10
"E33020236","E01009513","E02001892",2011,294,16,2,0,2,14,11,2,1,0,91,67,61,3,2,1,14,10,48,17,30,0,1,46,5,5,0,41,41,0,16,14,2,2,0,32,10,14,4,2,0,1,1,37,18,5,3,11,0,8
"E33020237","E01008896","E02001892",2011,323,32,4,0,4,28,12,8,5,3,79,64,55,3,6,0,7,8,40,21,8,10,1,67,15,15,0,52,52,0,17,10,7,7,0,45,3,15,7,4,0,14,2,31,1,3,10,16,1,12
"E33020237","E01009513","E02001892",2011,323,32,4,0,4,28,12,8,5,3,79,64,55,3,6,0,7,8,40,21,8,10,1,67,15,15,0,52,52,0,17,10,7,7,0,45,3,15,7,4,0,14,2,31,1,3,10,16,1,12
"E33020237","E01009341","E02001892",2011,323,32,4,0,4,28,12,8,5,3,79,64,55,3,6,0,7,8,40,21,8,10,1,67,15,15,0,52,52,0,17,10,7,7,0,45,3,15,7,4,0,14,2,31,1,3,10,16,1,12
"E33020238","E01008882","E02001892",2011,379,19,5,0,5,14,4,4,5,1,132,108,103,2,3,0,8,16,50,40,7,1,2,84,10,10,0,74,74,0,19,9,10,10,0,45,3,36,2,1,0,0,3,24,4,0,14,6,0,6
"E33020238","E01008898","E02001892",2011,379,19,5,0,5,14,4,4,5,1,132,108,103,2,3,0,8,16,50,40,7,1,2,84,10,10,0,74,74,0,19,9,10,10,0,45,3,36,2,1,0,0,3,24,4,0,14,6,0,6
"E33020239","E01009515","E02001893",2011,253,15,2,0,2,13,7,4,0,2,54,43,36,1,5,1,9,2,30,15,12,2,1,57,9,9,0,48,48,0,20,10,10,9,1,51,1,42,3,3,0,2,0,23,1,3,7,11,1,3
"E33020239","E01009518","E02001893",2011,253,15,2,0,2,13,7,4,0,2,54,43,36,1,5,1,9,2,30,15,12,2,1,57,9,9,0,48,48,0,20,10,10,9,1,51,1,42,3,3,0,2,0,23,1,3,7,11,1,3
"E33020240","E01008881","E02001893",2011,399,23,1,0,1,22,10,3,9,0,52,29,17,5,5,2,16,7,44,24,14,2,4,105,35,35,0,70,69,1,21,11,10,9,1,74,35,22,0,8,0,7,2,58,15,3,10,30,0,22
"E33020240","E01008897","E02001893",2011,399,23,1,0,1,22,10,3,9,0,52,29,17,5,5,2,16,7,44,24,14,2,4,105,35,35,0,70,69,1,21,11,10,9,1,74,35,22,0,8,0,7,2,58,15,3,10,30,0,22
"E33020241","E01008881","E02001893",2011,315,22,5,1,4,17,14,0,2,1,84,64,59,0,5,0,15,5,70,28,42,0,0,27,7,7,0,20,20,0,17,12,5,5,0,43,24,16,0,1,0,0,2,43,25,1,10,7,0,9
"E33020242","E01009521","E02001893",2011,535,47,4,0,4,43,14,21,8,0,107,46,31,6,8,1,41,20,79,44,30,3,2,143,22,22,0,121,120,1,31,20,11,11,0,70,36,24,1,6,0,3,0,42,8,2,16,15,1,16
"E33020242","E01009518","E02001893",2011,535,47,4,0,4,43,14,21,8,0,107,46,31,6,8,1,41,20,79,44,30,3,2,143,22,22,0,121,120,1,31,20,11,11,0,70,36,24,1,6,0,3,0,42,8,2,16,15,1,16
"E33020243","E01009323","E02001895",2011,352,20,3,0,3,17,10,5,1,1,112,90,82,2,6,0,15,7,41,25,11,0,5,65,15,14,1,50,50,0,19,10,9,6,3,61,11,37,2,3,0,4,4,29,6,3,11,8,1,5
"E33020243","E01009322","E02001895",2011,352,20,3,0,3,17,10,5,1,1,112,90,82,2,6,0,15,7,41,25,11,0,5,65,15,14,1,50,50,0,19,10,9,6,3,61,11,37,2,3,0,4,4,29,6,3,11,8,1,5
"E33020243","E01009321","E02001895",2011,352,20,3,0,3,17,10,5,1,1,112,90,82,2,6,0,15,7,41,25,11,0,5,65,15,14,1,50,50,0,19,10,9,6,3,61,11,37,2,3,0,4,4,29,6,3,11,8,1,5
"E33020244","E01009302","E02001895",2011,378,27,9,1,8,18,4,5,8,1,81,56,41,6,8,1,24,1,26,21,5,0,0,75,23,23,0,52,52,0,24,15,9,9,0,97,18,60,3,2,0,12,2,38,6,9,9,14,0,10
"E33020245","E01009314","E02001895",2011,556,17,3,0,3,14,7,2,5,0,118,72,62,4,5,1,34,12,81,29,37,15,0,85,20,20,0,65,65,0,42,24,18,14,4,127,25,87,4,6,0,2,3,76,28,7,10,31,0,10
"E33020245","E01009323","E02001895",2011,556,17,3,0,3,14,7,2,5,0,118,72,62,4,5,1,34,12,81,29,37,15,0,85,20,20,0,65,65,0,42,24,18,14,4,127,25,87,4,6,0,2,3,76,28,7,10,31,0,10
"E33020245","E01009322","E02001895",2011,556,17,3,0,3,14,7,2,5,0,118,72,62,4,5,1,34,12,81,29,37,15,0,85,20,20,0,65,65,0,42,24,18,14,4,127,25,87,4,6,0,2,3,76,28,7,10,31,0,10
"E33020246","E01009338","E02001896",2011,416,37,3,0,3,34,10,7,15,2,102,82,76,2,3,1,10,10,73,20,49,3,1,63,7,7,0,56,56,0,18,13,5,4,1,48,12,18,1,3,0,12,2,58,30,1,9,18,0,17
"E33020246","E01009337","E02001896",2011,416,37,3,0,3,34,10,7,15,2,102,82,76,2,3,1,10,10,73,20,49,3,1,63,7,7,0,56,56,0,18,13,5,4,1,48,12,18,1,3,0,12,2,58,30,1,9,18,0,17
"E33020247","E01009380","E02001896",2011,330,30,4,0,4,26,12,3,8,3,37,20,15,2,1,2,12,5,35,11,23,1,0,62,14,14,0,48,47,1,22,15,7,7,0,44,18,18,1,1,0,5,1,82,11,3,8,60,0,18
"E33020248","E01009334","E02001896",2011,466,33,6,0,6,27,13,1,10,3,118,103,88,3,8,4,10,5,69,16,47,5,1,99,18,18,0,81,81,0,17,11,6,6,0,49,14,18,0,7,0,7,3,56,21,3,15,17,0,25
"E33020248","E01009337","E02001896",2011,466,33,6,0,6,27,13,1,10,3,118,103,88,3,8,4,10,5,69,16,47,5,1,99,18,18,0,81,81,0,17,11,6,6,0,49,14,18,0,7,0,7,3,56,21,3,15,17,0,25
"E33020248","E01009329","E02001896",2011,466,33,6,0,6,27,13,1,10,3,118,103,88,3,8,4,10,5,69,16,47,5,1,99,18,18,0,81,81,0,17,11,6,6,0,49,14,18,0,7,0,7,3,56,21,3,15,17,0,25
"E33020249","E01009362","E02001897",2011,376,44,12,0,12,32,19,5,8,0,145,130,123,2,5,0,8,7,80,46,26,8,0,32,8,8,0,24,24,0,8,6,2,2,0,29,5,15,0,2,0,5,2,28,12,1,5,10,0,10
"E33020250","E01009365","E02001897",2011,638,53,28,0,28,25,16,7,2,0,124,64,43,16,3,2,39,21,82,40,30,7,5,78,40,40,0,38,38,0,82,28,54,51,3,108,15,22,32,31,3,5,0,95,13,9,41,32,0,16
"E33020250","E01009364","E02001897",2011,638,53,28,0,28,25,16,7,2,0,124,64,43,16,3,2,39,21,82,40,30,7,5,78,40,40,0,38,38,0,82,28,54,51,3,108,15,22,32,31,3,5,0,95,13,9,41,32,0,16
"E33020251","E01009365","E02001897",2011,475,48,12,0,12,36,24,2,10,0,127,95,87,3,5,0,25,7,64,37,20,7,0,46,17,17,0,29,29,0,30,14,16,16,0,80,4,48,16,5,0,4,3,51,18,5,14,14,0,29
"E33020252","E01009363","E02001897",2011,472,40,23,0,23,17,9,6,1,1,89,44,28,10,4,2,31,14,60,32,25,1,2,53,27,26,1,26,26,0,42,18,24,23,1,72,11,20,21,10,1,9,0,98,5,15,37,41,0,18
"E33020253","E01009379","E02001897",2011,220,14,6,0,6,8,5,2,1,0,62,49,48,1,0,0,7,6,33,17,13,3,0,22,6,6,0,16,16,0,11,8,3,3,0,40,11,24,0,2,0,2,1,35,26,1,1,7,0,3
"E33020254","E01009363","E02001897",2011,227,14,1,0,1,13,9,2,2,0,59,39,39,0,0,0,15,5,39,13,25,1,0,23,9,9,0,14,14,0,13,8,5,5,0,34,5,23,0,1,0,4,1,14,4,1,2,7,0,31
"E33020254","E01009379","E02001897",2011,227,14,1,0,1,13,9,2,2,0,59,39,39,0,0,0,15,5,39,13,25,1,0,23,9,9,0,14,14,0,13,8,5,5,0,34,5,23,0,1,0,4,1,14,4,1,2,7,0,31
"E33020255","E01009362","E02001897",2011,500,46,17,0,17,29,21,5,3,0,142,123,110,9,1,3,11,8,69,30,32,5,2,20,6,6,0,14,14,0,35,19,16,15,1,113,9,21,19,49,0,9,6,53,13,7,10,23,0,22
"E33020255","E01009364","E02001897",2011,500,46,17,0,17,29,21,5,3,0,142,123,110,9,1,3,11,8,69,30,32,5,2,20,6,6,0,14,14,0,35,19,16,15,1,113,9,21,19,49,0,9,6,53,13,7,10,23,0,22
"E33020256","E01009312","E02001898",2011,333,16,2,0,2,14,3,8,1,2,79,57,45,6,6,0,18,4,44,14,27,0,3,95,9,9,0,86,86,0,22,7,15,15,0,24,4,12,1,2,0,2,3,41,17,4,8,11,1,12
"E33020256","E01009324","E02001898",2011,333,16,2,0,2,14,3,8,1,2,79,57,45,6,6,0,18,4,44,14,27,0,3,95,9,9,0,86,86,0,22,7,15,15,0,24,4,12,1,2,0,2,3,41,17,4,8,11,1,12
"E33020257","E01009312","E02001898",2011,386,43,8,0,8,35,20,4,8,3,66,48,31,5,10,2,10,8,42,15,20,2,5,148,23,23,0,125,125,0,24,6,18,17,1,23,10,10,1,0,0,1,1,27,5,1,13,7,1,13
"E33020257","E01009520","E02001898",2011,386,43,8,0,8,35,20,4,8,3,66,48,31,5,10,2,10,8,42,15,20,2,5,148,23,23,0,125,125,0,24,6,18,17,1,23,10,10,1,0,0,1,1,27,5,1,13,7,1,13
"E33020257","E01009519","E02001898",2011,386,43,8,0,8,35,20,4,8,3,66,48,31,5,10,2,10,8,42,15,20,2,5,148,23,23,0,125,125,0,24,6,18,17,1,23,10,10,1,0,0,1,1,27,5,1,13,7,1,13
"E33020258","E01009260","E02001899",2011,499,56,11,0,11,45,20,9,16,0,138,107,91,6,7,3,26,5,61,30,20,11,0,37,9,9,0,28,27,1,24,14,10,8,2,135,4,87,2,2,0,3,37,37,10,1,11,13,2,11
"E33020258","E01009252","E02001899",2011,499,56,11,0,11,45,20,9,16,0,138,107,91,6,7,3,26,5,61,30,20,11,0,37,9,9,0,28,27,1,24,14,10,8,2,135,4,87,2,2,0,3,37,37,10,1,11,13,2,11
"E33020259","E01009066","E02001899",2011,599,83,14,0,14,69,30,18,21,0,283,234,205,7,22,0,32,17,69,41,19,8,1,34,3,3,0,31,31,0,22,15,7,7,0,47,4,31,1,2,0,4,5,39,19,0,3,17,0,22
"E33020260","E01009260","E02001899",2011,696,134,9,0,9,125,104,8,13,0,250,175,152,4,17,2,31,44,188,77,22,89,0,40,8,8,0,32,32,0,13,10,3,3,0,26,2,14,1,1,0,4,4,30,17,0,2,11,0,15
"E33020260","E01009252","E02001899",2011,696,134,9,0,9,125,104,8,13,0,250,175,152,4,17,2,31,44,188,77,22,89,0,40,8,8,0,32,32,0,13,10,3,3,0,26,2,14,1,1,0,4,4,30,17,0,2,11,0,15
"E33020261","E01009261","E02001899",2011,281,28,3,0,3,25,13,7,5,0,81,60,40,6,9,5,16,5,36,27,4,5,0,59,15,15,0,44,44,0,19,11,8,8,0,26,10,10,1,0,0,5,0,23,8,1,8,6,0,9
"E33020262","E01009252","E02001899",2011,619,71,16,0,16,55,23,15,15,2,157,113,88,3,21,1,27,17,85,30,46,5,4,70,14,14,0,56,55,1,29,20,9,8,1,158,7,127,3,4,2,5,10,35,10,5,6,14,0,14
"E33020262","E01009070","E02001899",2011,619,71,16,0,16,55,23,15,15,2,157,113,88,3,21,1,27,17,85,30,46,5,4,70,14,14,0,56,55,1,29,20,9,8,1,158,7,127,3,4,2,5,10,35,10,5,6,14,0,14
"E33020263","E01008994","E02001900",2011,431,52,9,0,9,43,23,7,12,1,162,117,80,9,23,5,26,19,42,17,20,4,1,47,16,16,0,31,31,0,27,16,11,11,0,52,9,28,3,4,0,6,2,20,7,1,3,9,0,29
"E33020263","E01008997","E02001900",2011,431,52,9,0,9,43,23,7,12,1,162,117,80,9,23,5,26,19,42,17,20,4,1,47,16,16,0,31,31,0,27,16,11,11,0,52,9,28,3,4,0,6,2,20,7,1,3,9,0,29
"E33020264","E01008994","E02001900",2011,671,139,24,1,23,115,50,41,20,4,234,187,140,24,20,3,27,20,127,90,32,5,0,22,4,4,0,18,18,0,30,18,12,8,4,64,7,40,0,1,0,9,7,29,9,1,4,15,0,26
"E33020265","E01008996","E02001900",2011,404,51,3,0,3,48,12,7,27,2,81,49,34,4,10,1,24,8,66,31,32,1,2,64,17,17,0,47,47,0,19,15,4,4,0,58,10,33,2,6,0,3,4,29,6,1,10,12,0,36
"E33020265","E01008984","E02001900",2011,404,51,3,0,3,48,12,7,27,2,81,49,34,4,10,1,24,8,66,31,32,1,2,64,17,17,0,47,47,0,19,15,4,4,0,58,10,33,2,6,0,3,4,29,6,1,10,12,0,36
"E33020266","E01009072","E02001901",2011,401,62,4,0,4,58,24,7,25,2,122,86,57,7,20,2,27,9,51,30,15,4,2,49,14,14,0,35,34,1,24,21,3,3,0,61,7,36,2,4,1,10,1,24,3,1,12,8,0,8
"E33020267","E01009068","E02001901",2011,414,59,15,0,15,44,21,8,15,0,134,79,50,9,18,2,38,17,61,51,6,4,0,45,22,22,0,23,23,0,23,10,13,13,0,36,13,16,1,2,0,3,1,34,15,1,5,13,0,22
"E33020267","E01009067","E02001901",2011,414,59,15,0,15,44,21,8,15,0,134,79,50,9,18,2,38,17,61,51,6,4,0,45,22,22,0,23,23,0,23,10,13,13,0,36,13,16,1,2,0,3,1,34,15,1,5,13,0,22
"E33020268","E01009065","E02001901",2011,415,47,8,0,8,39,22,7,8,2,113,54,31,9,13,1,9,50,191,31,152,8,0,31,5,5,0,26,26,0,1,1,0,0,0,15,0,13,0,2,0,0,0,9,3,0,1,5,0,8
"E33020268","E01009067","E02001901",2011,415,47,8,0,8,39,22,7,8,2,113,54,31,9,13,1,9,50,191,31,152,8,0,31,5,5,0,26,26,0,1,1,0,0,0,15,0,13,0,2,0,0,0,9,3,0,1,5,0,8
"E33020268","E01009069","E02001901",2011,415,47,8,0,8,39,22,7,8,2,113,54,31,9,13,1,9,50,191,31,152,8,0,31,5,5,0,26,26,0,1,1,0,0,0,15,0,13,0,2,0,0,0,9,3,0,1,5,0,8
"E33020269","E01009069","E02001901",2011,316,47,7,0,7,40,18,7,14,1,113,71,53,5,12,1,38,4,51,46,4,1,0,33,5,5,0,28,27,1,7,4,3,3,0,27,13,6,0,0,1,7,0,11,4,0,3,4,0,27
"E33020270","E01009068","E02001901",2011,597,33,6,0,6,27,7,9,8,3,150,56,31,6,19,0,69,25,61,46,12,2,1,47,10,10,0,37,37,0,52,38,14,12,2,102,87,11,1,2,0,1,0,66,35,3,15,13,0,86
"E33020270","E01009069","E02001901",2011,597,33,6,0,6,27,7,9,8,3,150,56,31,6,19,0,69,25,61,46,12,2,1,47,10,10,0,37,37,0,52,38,14,12,2,102,87,11,1,2,0,1,0,66,35,3,15,13,0,86
"E33020271","E01009065","E02001901",2011,284,42,10,0,10,32,16,6,10,0,89,71,61,0,10,0,11,7,48,31,5,12,0,25,3,3,0,22,22,0,11,6,5,4,1,30,9,15,1,1,0,4,0,24,7,0,2,15,0,15
"E33020272","E01009068","E02001901",2011,382,29,8,0,8,21,10,7,3,1,106,84,73,1,9,1,8,14,68,32,36,0,0,51,19,19,0,32,32,0,23,22,1,1,0,41,9,16,0,1,0,14,1,46,29,2,3,11,1,18
"E33020273","E01008886","E02001902",2011,521,50,6,0,6,44,15,10,19,0,92,50,29,15,5,1,32,10,73,40,19,7,7,125,24,24,0,101,101,0,37,20,17,13,4,73,24,35,4,7,0,3,0,52,8,2,16,25,1,19
"E33020273","E01008885","E02001902",2011,521,50,6,0,6,44,15,10,19,0,92,50,29,15,5,1,32,10,73,40,19,7,7,125,24,24,0,101,101,0,37,20,17,13,4,73,24,35,4,7,0,3,0,52,8,2,16,25,1,19
"E33020273","E01008888","E02001902",2011,521,50,6,0,6,44,15,10,19,0,92,50,29,15,5,1,32,10,73,40,19,7,7,125,24,24,0,101,101,0,37,20,17,13,4,73,24,35,4,7,0,3,0,52,8,2,16,25,1,19
"E33020274","E01008886","E02001902",2011,283,20,4,0,4,16,3,6,7,0,68,38,33,2,2,1,7,23,85,67,12,4,2,49,11,11,0,38,38,0,11,4,7,7,0,28,10,13,1,2,0,2,0,20,5,2,5,8,0,2
"E33020274","E01008885","E02001902",2011,283,20,4,0,4,16,3,6,7,0,68,38,33,2,2,1,7,23,85,67,12,4,2,49,11,11,0,38,38,0,11,4,7,7,0,28,10,13,1,2,0,2,0,20,5,2,5,8,0,2
"E33020275","E01009313","E02001902",2011,332,20,2,0,2,18,8,3,6,1,84,64,58,1,2,3,12,8,60,15,39,5,1,59,10,10,0,49,49,0,12,8,4,4,0,42,17,11,0,2,0,6,6,45,30,0,8,7,0,10
"E33020276","E01009368","E02001903",2011,397,49,5,0,5,44,13,29,2,0,111,71,67,1,3,0,21,19,78,33,44,1,0,42,7,7,0,35,35,0,15,9,6,5,1,51,21,20,1,4,0,4,1,45,19,2,12,12,0,6
"E33020276","E01009371","E02001903",2011,397,49,5,0,5,44,13,29,2,0,111,71,67,1,3,0,21,19,78,33,44,1,0,42,7,7,0,35,35,0,15,9,6,5,1,51,21,20,1,4,0,4,1,45,19,2,12,12,0,6
"E33020277","E01009368","E02001903",2011,297,17,5,0,5,12,7,2,2,1,65,58,51,4,2,1,4,3,41,9,31,0,1,53,10,10,0,43,43,0,14,7,7,7,0,38,12,21,0,3,0,1,1,50,20,0,15,15,0,19
"E33020277","E01033650","E02001903",2011,297,17,5,0,5,12,7,2,2,1,65,58,51,4,2,1,4,3,41,9,31,0,1,53,10,10,0,43,43,0,14,7,7,7,0,38,12,21,0,3,0,1,1,50,20,0,15,15,0,19
"E33020278","E01033650","E02001903",2011,413,68,22,0,22,46,32,11,2,1,73,41,29,11,1,0,29,3,36,27,7,1,1,47,18,18,0,29,29,0,54,27,27,25,2,57,14,4,15,15,2,7,0,65,1,6,41,17,0,13
"E33020279","E01009397","E02001903",2011,551,35,7,0,7,28,11,2,15,0,105,50,45,1,2,2,28,27,130,83,41,4,2,97,36,36,0,61,61,0,37,21,16,16,0,59,31,18,1,2,0,7,0,67,23,10,19,15,0,21
"E33020280","E01009371","E02001903",2011,277,8,1,0,1,7,3,0,4,0,58,42,39,1,1,1,9,7,32,5,26,0,1,39,13,13,0,26,26,0,11,9,2,2,0,80,7,66,0,4,0,2,1,41,20,2,4,15,0,8
"E33020281","E01008883","E02001904",2011,281,20,5,0,5,15,6,1,6,2,51,34,27,1,4,2,13,4,32,13,8,11,0,74,14,14,0,60,60,0,13,9,4,4,0,41,7,17,4,9,0,4,0,36,6,2,10,18,0,14
"E33020281","E01008884","E02001904",2011,281,20,5,0,5,15,6,1,6,2,51,34,27,1,4,2,13,4,32,13,8,11,0,74,14,14,0,60,60,0,13,9,4,4,0,41,7,17,4,9,0,4,0,36,6,2,10,18,0,14
"E33020282","E01008884","E02001904",2011,328,18,13,0,13,5,3,1,1,0,80,33,28,5,0,0,24,23,70,18,52,0,0,29,13,13,0,16,16,0,22,9,13,11,2,45,7,11,0,21,0,6,0,59,8,8,22,20,1,5
"E33020283","E01008889","E02001904",2011,407,42,11,0,11,31,11,10,7,3,79,38,27,3,6,2,36,5,41,25,12,3,1,34,7,7,0,27,27,0,40,32,8,8,0,94,4,79,5,5,0,1,0,60,18,2,10,30,0,17
"E33020284","E01008883","E02001904",2011,622,58,20,0,20,38,12,23,1,2,110,72,55,12,5,0,30,8,75,46,22,7,0,34,13,13,0,21,21,0,87,49,38,36,2,112,16,37,11,39,0,6,3,129,6,25,28,69,1,17
"E33020284","E01008887","E02001904",2011,622,58,20,0,20,38,12,23,1,2,110,72,55,12,5,0,30,8,75,46,22,7,0,34,13,13,0,21,21,0,87,49,38,36,2,112,16,37,11,39,0,6,3,129,6,25,28,69,1,17
"E33020285","E01008887","E02001904",2011,369,31,9,0,9,22,8,6,6,2,99,68,58,5,3,2,18,13,75,47,23,2,3,40,9,9,0,31,31,0,23,16,7,7,0,64,15,36,2,2,1,7,1,31,6,3,10,12,0,6
