"wz11cd","lsoa11cd","msoa11cd","date","Industry: All categories: Industry; measures: Value","Industry: A Agriculture, forestry and fishing; measures: Value","Industry: B Mining and quarrying; measures: Value","Industry: C Manufacturing; measures: Value","Industry: C10-12 Manufacturing: Food, beverages and tobacco; measures: Value","Industry: C13-15 Manufacturing: Textiles, wearing apparel and leather and related products; measures: Value","Industry: C16,17 Manufacturing: Wood, paper and paper products; measures: Value","Industry: C19-22 Manufacturing: Chemicals, chemical products, rubber and plastic; measures: Value","Industry: C23-25 Manufacturing: Low tech; measures: Value","Industry: C26-30 Manufacturing: High tech; measures: Value","Industry: C18, 31, 32 Manufacturing: Other; measures: Value","Industry: D Electricity, gas, steam and air conditioning supply; measures: Value","Industry: E Water supply, sewerage, waste management and remediation activities; measures: Value","Industry: F Construction; measures: Value","Industry: G Wholesale and retail trade; repair of motor vehicles and motor cycles; measures: Value","Industry: H Transport and storage; measures: Value","Industry: I Accommodation and food service activities; measures: Value","Industry: J Information and communication; measures: Value","Industry: K Financial and insurance activities; measures: Value","Industry: L Real estate activities; measures: Value","Industry: M Professional, scientific and technical activities; measures: Value","Industry: N Administrative and support service activities; measures: Value","Industry: O Public administration and defence; compulsory social security; measures: Value","Industry: P Education; measures: Value","Industry: Q Human health and social work activities; measures: Value","Industry: R,S Arts, entertainment and recreation; other service activities; measures: Value","Industry: T Activities of households as employers; undifferentiated goods - and services - producing activities of households for own use; measures: Value","Industry: U Activities of extraterritorial organisations and bodies; measures: Value"
"E33020322","E01008893","E02001915",2011,387,0,0,18,1,0,1,2,2,4,8,0,0,15,49,6,14,14,2,0,8,24,94,77,60,6,0,0
"E33020322","E01008894","E02001915",2011,387,0,0,18,1,0,1,2,2,4,8,0,0,15,49,6,14,14,2,0,8,24,94,77,60,6,0,0
"E33020323","E01008890","E02001915",2011,314,1,0,44,0,8,1,4,9,9,13,2,2,50,107,22,2,6,2,1,12,11,3,5,35,9,0,0
"E33020323","E01008892","E02001915",2011,314,1,0,44,0,8,1,4,9,9,13,2,2,50,107,22,2,6,2,1,12,11,3,5,35,9,0,0
"E33020324","E01008892","E02001915",2011,428,0,0,11,1,0,0,0,1,4,5,1,0,100,34,19,31,5,25,3,28,12,13,102,22,22,0,0
"E33020324","E01008890","E02001915",2011,428,0,0,11,1,0,0,0,1,4,5,1,0,100,34,19,31,5,25,3,28,12,13,102,22,22,0,0
"E33020324","E01008893","E02001915",2011,428,0,0,11,1,0,0,0,1,4,5,1,0,100,34,19,31,5,25,3,28,12,13,102,22,22,0,0
"E33020325","E01008891","E02001915",2011,381,0,0,12,1,0,1,0,1,3,6,2,1,90,49,17,17,51,5,2,17,22,5,24,30,37,0,0
"E33020325","E01008895","E02001915",2011,381,0,0,12,1,0,1,0,1,3,6,2,1,90,49,17,17,51,5,2,17,22,5,24,30,37,0,0
"E33020326","E01008891","E02001915",2011,310,0,0,19,0,2,2,1,3,6,5,1,0,38,24,5,13,7,6,3,11,35,21,78,26,23,0,0
"E33020326","E01008893","E02001915",2011,310,0,0,19,0,2,2,1,3,6,5,1,0,38,24,5,13,7,6,3,11,35,21,78,26,23,0,0
"E33020326","E01008890","E02001915",2011,310,0,0,19,0,2,2,1,3,6,5,1,0,38,24,5,13,7,6,3,11,35,21,78,26,23,0,0
"E33020327","E01008894","E02001915",2011,751,0,0,18,4,0,0,5,0,6,3,2,3,13,389,10,45,7,58,10,22,18,18,13,48,77,0,0
"E33020327","E01009015","E02001915",2011,751,0,0,18,4,0,0,5,0,6,3,2,3,13,389,10,45,7,58,10,22,18,18,13,48,77,0,0
"E33020328","E01008894","E02001915",2011,382,0,0,17,6,0,0,1,1,5,4,2,2,24,33,132,23,10,21,4,14,30,8,14,33,15,0,0
"E33020328","E01008895","E02001915",2011,382,0,0,17,6,0,0,1,1,5,4,2,2,24,33,132,23,10,21,4,14,30,8,14,33,15,0,0
"E33020328","E01009015","E02001915",2011,382,0,0,17,6,0,0,1,1,5,4,2,2,24,33,132,23,10,21,4,14,30,8,14,33,15,0,0
"E33020329","E01008894","E02001915",2011,539,0,0,5,1,0,0,0,2,1,1,0,0,9,144,27,15,11,36,5,9,21,2,20,226,9,0,0
"E33020330","E01009029","E02001916",2011,452,0,0,8,1,0,0,0,1,2,4,0,0,43,33,9,63,8,20,7,31,5,4,109,83,29,0,0
"E33020330","E01009018","E02001916",2011,452,0,0,8,1,0,0,0,1,2,4,0,0,43,33,9,63,8,20,7,31,5,4,109,83,29,0,0
"E33020331","E01009014","E02001916",2011,512,1,0,248,8,0,0,3,22,141,74,17,0,57,45,10,5,8,5,11,7,25,9,7,47,10,0,0
"E33020332","E01009018","E02001916",2011,244,0,0,6,1,0,0,0,1,0,4,0,1,18,36,26,6,3,8,3,4,14,8,25,74,11,1,0
"E33020333","E01009026","E02001916",2011,343,0,0,88,3,0,0,18,6,33,28,2,4,47,76,38,18,5,3,2,2,10,2,9,11,26,0,0
"E33020333","E01009028","E02001916",2011,343,0,0,88,3,0,0,18,6,33,28,2,4,47,76,38,18,5,3,2,2,10,2,9,11,26,0,0
"E33020334","E01009028","E02001916",2011,540,0,0,12,4,1,0,0,2,4,1,2,3,23,26,269,14,7,3,1,3,20,3,107,44,3,0,0
"E33020334","E01009029","E02001916",2011,540,0,0,12,4,1,0,0,2,4,1,2,3,23,26,269,14,7,3,1,3,20,3,107,44,3,0,0
"E33020335","E01009385","E02001918",2011,231,0,0,5,1,0,0,0,3,0,1,0,0,18,4,4,7,13,3,0,10,4,4,36,110,13,0,0
"E33020336","E01009182","E02001918",2011,429,0,0,6,0,0,0,0,2,3,1,0,0,16,72,13,50,6,25,13,47,10,12,45,76,37,1,0
"E33020336","E01009184","E02001918",2011,429,0,0,6,0,0,0,0,2,3,1,0,0,16,72,13,50,6,25,13,47,10,12,45,76,37,1,0
"E33020337","E01009187","E02001918",2011,293,1,0,11,1,2,0,0,1,3,4,1,0,33,21,6,6,20,7,5,27,15,7,32,75,24,2,0
"E33020337","E01009188","E02001918",2011,293,1,0,11,1,2,0,0,1,3,4,1,0,33,21,6,6,20,7,5,27,15,7,32,75,24,2,0
"E33020338","E01009384","E02001918",2011,266,0,0,8,1,0,0,1,1,4,1,0,0,18,18,8,9,9,5,0,20,16,2,89,26,38,0,0
"E33020339","E01009182","E02001918",2011,264,0,0,5,0,0,0,0,0,1,4,0,1,10,21,13,7,11,9,4,13,13,6,17,94,40,0,0
"E33020340","E01009384","E02001918",2011,420,1,0,7,0,1,0,0,1,0,5,4,0,8,95,2,80,10,8,53,24,16,30,14,15,53,0,0
"E33020340","E01009385","E02001918",2011,420,1,0,7,0,1,0,0,1,0,5,4,0,8,95,2,80,10,8,53,24,16,30,14,15,53,0,0
"E33020341","E01009188","E02001918",2011,490,0,0,9,2,0,0,1,2,1,3,0,1,8,22,8,8,16,4,2,18,11,11,294,62,14,1,1
"E33020341","E01009184","E02001918",2011,490,0,0,9,2,0,0,1,2,1,3,0,1,8,22,8,8,16,4,2,18,11,11,294,62,14,1,1
"E33020341","E01009187","E02001918",2011,490,0,0,9,2,0,0,1,2,1,3,0,1,8,22,8,8,16,4,2,18,11,11,294,62,14,1,1
"E33020342","E01009184","E02001918",2011,234,1,0,1,0,0,0,0,0,1,0,0,0,6,34,1,27,3,3,9,62,14,0,43,12,18,0,0
"E33020342","E01009187","E02001918",2011,234,1,0,1,0,0,0,0,0,1,0,0,0,6,34,1,27,3,3,9,62,14,0,43,12,18,0,0
"E33020343","E01009389","E02001919",2011,341,0,0,18,2,2,1,6,1,2,4,0,0,29,53,28,12,18,8,5,32,18,11,30,60,17,2,0
"E33020343","E01009394","E02001919",2011,341,0,0,18,2,2,1,6,1,2,4,0,0,29,53,28,12,18,8,5,32,18,11,30,60,17,2,0
"E33020343","E01009390","E02001919",2011,341,0,0,18,2,2,1,6,1,2,4,0,0,29,53,28,12,18,8,5,32,18,11,30,60,17,2,0
"E33020343","E01009185","E02001919",2011,341,0,0,18,2,2,1,6,1,2,4,0,0,29,53,28,12,18,8,5,32,18,11,30,60,17,2,0
"E33020344","E01009185","E02001919",2011,466,2,0,16,2,1,1,1,2,3,6,1,0,37,30,8,13,19,7,19,37,8,14,33,206,16,0,0
"E33020344","E01009390","E02001919",2011,466,2,0,16,2,1,1,1,2,3,6,1,0,37,30,8,13,19,7,19,37,8,14,33,206,16,0,0
"E33020345","E01008920","E02001920",2011,346,0,0,16,2,0,0,0,4,4,6,1,0,32,35,5,16,3,0,1,1,10,6,172,27,21,0,0
"E33020345","E01008918","E02001920",2011,346,0,0,16,2,0,0,0,4,4,6,1,0,32,35,5,16,3,0,1,1,10,6,172,27,21,0,0
"E33020346","E01008920","E02001920",2011,823,1,0,251,4,0,0,5,14,204,24,2,53,68,169,12,11,28,9,1,103,18,26,17,36,17,1,0
"E33020346","E01008931","E02001920",2011,823,1,0,251,4,0,0,5,14,204,24,2,53,68,169,12,11,28,9,1,103,18,26,17,36,17,1,0
"E33020346","E01008918","E02001920",2011,823,1,0,251,4,0,0,5,14,204,24,2,53,68,169,12,11,28,9,1,103,18,26,17,36,17,1,0
"E33020347","E01008921","E02001920",2011,465,1,0,145,3,0,0,3,94,33,12,3,3,70,92,10,20,7,6,3,19,29,23,10,13,11,0,0
"E33020348","E01009259","E02001920",2011,277,2,0,30,1,0,0,0,1,24,4,0,0,29,30,4,15,2,4,0,4,17,4,39,81,15,1,0
"E33020348","E01008918","E02001920",2011,277,2,0,30,1,0,0,0,1,24,4,0,0,29,30,4,15,2,4,0,4,17,4,39,81,15,1,0
"E33020348","E01008931","E02001920",2011,277,2,0,30,1,0,0,0,1,24,4,0,0,29,30,4,15,2,4,0,4,17,4,39,81,15,1,0
"E33020349","E01009259","E02001920",2011,1030,0,0,46,1,0,0,22,5,1,17,4,1,297,16,91,9,59,10,8,202,57,175,14,30,10,0,1
"E33020350","E01009500","E02001921",2011,240,0,0,5,1,0,0,0,2,2,0,0,2,19,7,5,10,0,3,12,5,7,12,59,90,4,0,0
"E33020350","E01009064","E02001921",2011,240,0,0,5,1,0,0,0,2,2,0,0,2,19,7,5,10,0,3,12,5,7,12,59,90,4,0,0
"E33020351","E01008919","E02001921",2011,435,1,0,21,5,1,0,2,7,3,3,1,1,30,61,25,7,4,2,1,48,14,31,122,36,30,0,0
"E33020352","E01009077","E02001921",2011,409,0,0,31,3,0,1,4,2,5,16,2,4,76,59,16,14,19,6,4,23,31,9,19,55,40,1,0
"E33020352","E01009064","E02001921",2011,409,0,0,31,3,0,1,4,2,5,16,2,4,76,59,16,14,19,6,4,23,31,9,19,55,40,1,0
"E33020352","E01009291","E02001921",2011,409,0,0,31,3,0,1,4,2,5,16,2,4,76,59,16,14,19,6,4,23,31,9,19,55,40,1,0
"E33020353","E01009290","E02001922",2011,395,0,0,4,1,0,0,0,0,3,0,0,1,7,42,2,41,6,4,0,20,10,6,24,208,20,0,0
"E33020353","E01009286","E02001922",2011,395,0,0,4,1,0,0,0,0,3,0,0,1,7,42,2,41,6,4,0,20,10,6,24,208,20,0,0
"E33020354","E01033634","E02001922",2011,359,2,0,7,4,0,0,0,1,1,1,0,1,12,89,3,54,11,6,29,23,8,9,30,44,31,0,0
"E33020354","E01009286","E02001922",2011,359,2,0,7,4,0,0,0,1,1,1,0,1,12,89,3,54,11,6,29,23,8,9,30,44,31,0,0
"E33020355","E01009289","E02001922",2011,256,0,0,5,2,0,0,0,0,1,2,0,0,7,27,2,49,3,12,1,16,19,14,48,31,22,0,0
"E33020355","E01033634","E02001922",2011,256,0,0,5,2,0,0,0,0,1,2,0,0,7,27,2,49,3,12,1,16,19,14,48,31,22,0,0
"E33020356","E01009284","E02001922",2011,729,0,0,75,2,7,0,16,7,43,0,0,1,43,184,60,48,7,5,7,34,28,10,23,154,50,0,0
"E33020356","E01009290","E02001922",2011,729,0,0,75,2,7,0,16,7,43,0,0,1,43,184,60,48,7,5,7,34,28,10,23,154,50,0,0
"E33020356","E01009289","E02001922",2011,729,0,0,75,2,7,0,16,7,43,0,0,1,43,184,60,48,7,5,7,34,28,10,23,154,50,0,0
"E33020357","E01009284","E02001922",2011,876,1,0,11,2,0,0,1,3,3,2,2,2,16,457,18,34,6,5,3,13,22,136,56,70,24,0,0
"E33020358","E01033634","E02001922",2011,326,2,0,4,0,0,0,0,2,2,0,0,0,10,64,2,100,6,2,11,12,17,4,37,37,18,0,0
"E33020358","E01009289","E02001922",2011,326,2,0,4,0,0,0,0,2,2,0,0,0,10,64,2,100,6,2,11,12,17,4,37,37,18,0,0
"E33020359","E01009044","E02001923",2011,296,2,0,44,34,0,0,0,0,5,5,2,2,35,54,23,51,5,10,3,9,10,2,12,22,10,0,0
"E33020359","E01009045","E02001923",2011,296,2,0,44,34,0,0,0,0,5,5,2,2,35,54,23,51,5,10,3,9,10,2,12,22,10,0,0
"E33020360","E01009017","E02001923",2011,434,1,0,22,3,1,0,4,2,10,2,3,2,37,64,32,16,11,9,11,13,15,13,89,79,17,0,0
"E33020360","E01009043","E02001923",2011,434,1,0,22,3,1,0,4,2,10,2,3,2,37,64,32,16,11,9,11,13,15,13,89,79,17,0,0
"E33020361","E01009045","E02001923",2011,593,0,1,11,3,0,0,3,1,3,1,0,1,20,101,12,52,3,13,7,54,18,16,17,240,27,0,0
"E33020361","E01009043","E02001923",2011,593,0,1,11,3,0,0,3,1,3,1,0,1,20,101,12,52,3,13,7,54,18,16,17,240,27,0,0
"E33020362","E01009046","E02001923",2011,570,1,0,323,3,3,3,3,10,295,6,2,2,36,39,10,9,9,30,1,37,15,6,11,26,13,0,0
"E33020362","E01009045","E02001923",2011,570,1,0,323,3,3,3,3,10,295,6,2,2,36,39,10,9,9,30,1,37,15,6,11,26,13,0,0
"E33020362","E01009043","E02001923",2011,570,1,0,323,3,3,3,3,10,295,6,2,2,36,39,10,9,9,30,1,37,15,6,11,26,13,0,0
"E33020363","E01009395","E02001923",2011,501,0,0,10,0,1,0,2,0,3,4,0,1,19,30,20,27,4,4,4,15,14,5,252,78,18,0,0
"E33020363","E01009045","E02001923",2011,501,0,0,10,0,1,0,2,0,3,4,0,1,19,30,20,27,4,4,4,15,14,5,252,78,18,0,0
"E33020364","E01009046","E02001923",2011,395,1,0,30,1,1,0,1,5,1,21,1,2,17,66,11,9,11,1,0,15,5,11,173,30,12,0,0
"E33020365","E01009022","E02001924",2011,412,1,0,12,2,1,1,0,2,3,3,0,2,59,57,19,20,13,6,10,33,23,2,44,32,79,0,0
"E33020365","E01009030","E02001924",2011,412,1,0,12,2,1,1,0,2,3,3,0,2,59,57,19,20,13,6,10,33,23,2,44,32,79,0,0
"E33020365","E01009023","E02001924",2011,412,1,0,12,2,1,1,0,2,3,3,0,2,59,57,19,20,13,6,10,33,23,2,44,32,79,0,0
"E33020366","E01009016","E02001924",2011,274,1,0,7,1,2,0,0,0,0,4,1,0,21,33,17,21,5,2,6,10,15,0,99,17,18,1,0
"E33020366","E01009022","E02001924",2011,274,1,0,7,1,2,0,0,0,0,4,1,0,21,33,17,21,5,2,6,10,15,0,99,17,18,1,0
"E33020367","E01009016","E02001924",2011,262,0,0,100,4,0,0,1,10,83,2,0,1,22,34,10,11,5,0,1,4,9,1,17,33,14,0,0
"E33020368","E01009022","E02001924",2011,430,0,0,7,0,0,0,0,1,4,2,0,0,54,23,16,13,11,1,2,14,8,18,189,28,46,0,0
"E33020368","E01009023","E02001924",2011,430,0,0,7,0,0,0,0,1,4,2,0,0,54,23,16,13,11,1,2,14,8,18,189,28,46,0,0
"E33020369","E01009294","E02001925",2011,347,0,0,20,3,1,1,1,6,4,4,0,1,50,33,5,6,10,7,5,18,12,30,37,72,40,1,0
"E33020369","E01009295","E02001925",2011,347,0,0,20,3,1,1,1,6,4,4,0,1,50,33,5,6,10,7,5,18,12,30,37,72,40,1,0
"E33020369","E01009292","E02001925",2011,347,0,0,20,3,1,1,1,6,4,4,0,1,50,33,5,6,10,7,5,18,12,30,37,72,40,1,0
"E33020370","E01009281","E02001925",2011,482,0,0,7,2,0,0,1,1,0,3,0,0,8,41,7,23,7,3,6,13,11,5,93,243,15,0,0
"E33020371","E01009294","E02001925",2011,315,1,0,4,0,0,0,0,2,1,1,1,1,16,14,3,13,110,6,11,9,5,19,39,42,20,1,0
"E33020372","E01009295","E02001925",2011,270,0,0,5,1,0,0,0,0,0,4,0,1,20,29,6,20,4,6,17,9,8,3,44,80,18,0,0
"E33020373","E01009280","E02001926",2011,573,0,0,19,4,3,1,1,1,5,4,0,0,19,11,15,16,317,2,2,16,21,15,84,15,21,0,0
"E33020373","E01009282","E02001926",2011,573,0,0,19,4,3,1,1,1,5,4,0,0,19,11,15,16,317,2,2,16,21,15,84,15,21,0,0
"E33020374","E01009293","E02001926",2011,282,1,0,8,1,1,0,1,0,2,3,0,0,24,21,11,13,16,3,5,17,13,6,115,13,15,1,0
"E33020374","E01009282","E02001926",2011,282,1,0,8,1,1,0,1,0,2,3,0,0,24,21,11,13,16,3,5,17,13,6,115,13,15,1,0
"E33020375","E01009288","E02001926",2011,352,0,0,1,0,0,0,0,0,1,0,1,0,11,14,5,14,9,5,7,42,14,8,23,146,51,1,0
"E33020376","E01009288","E02001926",2011,431,0,0,34,1,0,0,24,4,2,3,0,2,28,36,4,24,9,4,3,11,21,3,125,103,24,0,0
"E33020376","E01009296","E02001926",2011,431,0,0,34,1,0,0,24,4,2,3,0,2,28,36,4,24,9,4,3,11,21,3,125,103,24,0,0
"E33020377","E01009282","E02001926",2011,456,0,0,14,0,0,0,8,4,1,1,2,1,7,75,3,11,4,0,4,3,7,6,12,291,16,0,0
"E33020378","E01009505","E02001927",2011,419,0,0,7,0,0,0,2,0,4,1,0,3,19,13,7,16,7,1,2,5,18,5,268,33,15,0,0
"E33020378","E01009501","E02001927",2011,419,0,0,7,0,0,0,2,0,4,1,0,3,19,13,7,16,7,1,2,5,18,5,268,33,15,0,0
"E33020379","E01009501","E02001927",2011,365,0,0,12,3,1,0,0,4,3,1,1,0,25,142,7,30,1,26,2,7,10,8,26,40,28,0,0
"E33020379","E01009502","E02001927",2011,365,0,0,12,3,1,0,0,4,3,1,1,0,25,142,7,30,1,26,2,7,10,8,26,40,28,0,0
"E33020380","E01009501","E02001927",2011,311,0,0,6,1,0,0,0,2,1,2,0,3,28,27,12,9,3,7,2,24,5,7,89,67,22,0,0
"E33020380","E01009503","E02001927",2011,311,0,0,6,1,0,0,0,2,1,2,0,3,28,27,12,9,3,7,2,24,5,7,89,67,22,0,0
"E33020380","E01009502","E02001927",2011,311,0,0,6,1,0,0,0,2,1,2,0,3,28,27,12,9,3,7,2,24,5,7,89,67,22,0,0
"E33020381","E01009502","E02001927",2011,328,0,0,21,1,0,0,2,9,9,0,4,1,42,38,11,12,7,2,3,11,20,2,8,100,45,1,0
"E33020381","E01008924","E02001927",2011,328,0,0,21,1,0,0,2,9,9,0,4,1,42,38,11,12,7,2,3,11,20,2,8,100,45,1,0
"E33020382","E01008923","E02001928",2011,279,0,0,7,2,0,0,0,2,1,2,1,0,22,47,9,18,3,3,1,5,12,7,27,89,28,0,0
"E33020382","E01008928","E02001928",2011,279,0,0,7,2,0,0,0,2,1,2,1,0,22,47,9,18,3,3,1,5,12,7,27,89,28,0,0
"E33020383","E01008917","E02001928",2011,809,0,0,150,3,2,0,2,6,118,19,3,4,220,106,24,19,14,8,6,36,24,9,105,56,25,0,0
"E33020383","E01008923","E02001928",2011,809,0,0,150,3,2,0,2,6,118,19,3,4,220,106,24,19,14,8,6,36,24,9,105,56,25,0,0
"E33020383","E01008925","E02001928",2011,809,0,0,150,3,2,0,2,6,118,19,3,4,220,106,24,19,14,8,6,36,24,9,105,56,25,0,0
"E33020383","E01008927","E02001928",2011,809,0,0,150,3,2,0,2,6,118,19,3,4,220,106,24,19,14,8,6,36,24,9,105,56,25,0,0
"E33020384","E01009024","E02001929",2011,506,0,0,16,1,1,1,1,3,6,3,2,5,109,49,29,32,7,6,5,17,29,13,93,70,24,0,0
"E33020384","E01009025","E02001929",2011,506,0,0,16,1,1,1,1,3,6,3,2,5,109,49,29,32,7,6,5,17,29,13,93,70,24,0,0
"E33020384","E01009019","E02001929",2011,506,0,0,16,1,1,1,1,3,6,3,2,5,109,49,29,32,7,6,5,17,29,13,93,70,24,0,0
"E33020384","E01009033","E02001929",2011,506,0,0,16,1,1,1,1,3,6,3,2,5,109,49,29,32,7,6,5,17,29,13,93,70,24,0,0
"E33020385","E01009021","E02001929",2011,366,0,0,12,2,1,1,0,3,4,1,3,0,67,25,17,15,13,6,3,14,24,6,103,49,8,1,0
"E33020385","E01009019","E02001929",2011,366,0,0,12,2,1,1,0,3,4,1,3,0,67,25,17,15,13,6,3,14,24,6,103,49,8,1,0
"E33020385","E01009020","E02001929",2011,366,0,0,12,2,1,1,0,3,4,1,3,0,67,25,17,15,13,6,3,14,24,6,103,49,8,1,0
"E33020385","E01009025","E02001929",2011,366,0,0,12,2,1,1,0,3,4,1,3,0,67,25,17,15,13,6,3,14,24,6,103,49,8,1,0
"E33020386","E01009179","E02001930",2011,572,3,0,8,1,1,0,0,0,2,4,0,1,35,12,8,27,18,2,1,20,28,10,353,38,8,0,0
"E33020387","E01009189","E02001930",2011,301,0,0,13,2,1,0,1,2,2,5,1,0,22,45,8,6,24,4,3,29,9,9,43,49,36,0,0
"E33020387","E01009175","E02001930",2011,301,0,0,13,2,1,0,1,2,2,5,1,0,22,45,8,6,24,4,3,29,9,9,43,49,36,0,0
"E33020388","E01009178","E02001930",2011,481,1,0,27,0,1,6,0,10,4,6,2,2,35,113,4,49,22,10,8,20,25,9,45,52,56,1,0
"E33020388","E01009177","E02001930",2011,481,1,0,27,0,1,6,0,10,4,6,2,2,35,113,4,49,22,10,8,20,25,9,45,52,56,1,0
"E33020389","E01009175","E02001930",2011,801,0,0,10,1,0,0,1,0,4,4,1,0,22,159,9,32,11,44,13,21,31,85,234,52,76,1,0
"E33020390","E01009176","E02001931",2011,261,0,0,7,1,1,0,0,1,1,3,1,1,17,21,9,25,7,6,9,20,9,5,77,32,15,0,0
"E33020391","E01009031","E02001931",2011,407,0,0,10,0,1,0,0,1,8,0,1,0,34,88,17,25,16,8,8,27,37,6,97,21,12,0,0
"E33020392","E01009037","E02001931",2011,266,0,0,10,1,0,0,3,2,2,2,0,1,53,26,10,11,9,2,2,17,17,6,13,76,13,0,0
"E33020393","E01008933","E02001931",2011,352,0,0,7,0,0,0,2,1,4,0,0,2,52,33,20,16,12,14,5,29,22,71,20,38,11,0,0
"E33020393","E01008934","E02001931",2011,352,0,0,7,0,0,0,2,1,4,0,0,2,52,33,20,16,12,14,5,29,22,71,20,38,11,0,0
"E33020394","E01008929","E02001932",2011,416,0,0,5,0,0,0,0,2,2,1,2,24,25,20,17,12,5,3,2,8,20,5,224,33,11,0,0
"E33020394","E01008930","E02001932",2011,416,0,0,5,0,0,0,0,2,2,1,2,24,25,20,17,12,5,3,2,8,20,5,224,33,11,0,0
"E33020394","E01033629","E02001932",2011,416,0,0,5,0,0,0,0,2,2,1,2,24,25,20,17,12,5,3,2,8,20,5,224,33,11,0,0
"E33020395","E01033629","E02001932",2011,716,0,0,7,1,1,0,1,2,0,2,0,1,42,31,15,24,3,5,16,8,20,26,428,69,21,0,0
"E33020396","E01009495","E02001932",2011,333,0,0,7,1,0,0,0,2,3,1,1,0,32,22,13,10,6,1,8,4,12,36,61,102,18,0,0
"E33020396","E01008929","E02001932",2011,333,0,0,7,1,0,0,0,2,3,1,1,0,32,22,13,10,6,1,8,4,12,36,61,102,18,0,0
"E33020397","E01008966","E02001933",2011,333,0,0,29,2,0,19,3,1,1,3,0,1,66,32,8,20,17,7,5,12,19,3,30,64,20,0,0
"E33020397","E01008953","E02001933",2011,333,0,0,29,2,0,19,3,1,1,3,0,1,66,32,8,20,17,7,5,12,19,3,30,64,20,0,0
"E33020398","E01008964","E02001933",2011,366,2,0,8,1,0,0,1,1,1,4,1,0,25,5,4,17,6,2,2,11,18,8,208,18,30,1,0
"E33020398","E01008963","E02001933",2011,366,2,0,8,1,0,0,1,1,1,4,1,0,25,5,4,17,6,2,2,11,18,8,208,18,30,1,0
"E33020399","E01008963","E02001933",2011,439,1,0,11,0,0,1,0,4,4,2,1,1,45,59,23,29,12,9,7,19,14,4,24,161,18,1,0
"E33020399","E01008965","E02001933",2011,439,1,0,11,0,0,1,0,4,4,2,1,1,45,59,23,29,12,9,7,19,14,4,24,161,18,1,0
"E33020399","E01008964","E02001933",2011,439,1,0,11,0,0,1,0,4,4,2,1,1,45,59,23,29,12,9,7,19,14,4,24,161,18,1,0
"E33020400","E01008953","E02001933",2011,737,0,0,70,9,1,0,0,22,19,19,1,2,37,101,8,10,14,7,29,11,45,106,35,244,17,0,0
"E33020400","E01008965","E02001933",2011,737,0,0,70,9,1,0,0,22,19,19,1,2,37,101,8,10,14,7,29,11,45,106,35,244,17,0,0
"E33020401","E01009035","E02001934",2011,904,0,0,54,13,4,3,10,3,11,10,2,5,86,199,61,52,29,16,25,125,72,9,44,77,48,0,0
"E33020401","E01009032","E02001934",2011,904,0,0,54,13,4,3,10,3,11,10,2,5,86,199,61,52,29,16,25,125,72,9,44,77,48,0,0
"E33020402","E01009034","E02001934",2011,629,0,0,37,1,3,0,6,3,18,6,1,0,62,117,26,66,26,67,4,26,26,12,38,81,39,1,0
"E33020402","E01009036","E02001934",2011,629,0,0,37,1,3,0,6,3,18,6,1,0,62,117,26,66,26,67,4,26,26,12,38,81,39,1,0
"E33020403","E01009506","E02001935",2011,328,1,0,13,3,0,0,2,2,3,3,0,0,54,36,12,10,8,2,17,25,25,16,35,48,24,2,0
"E33020403","E01009494","E02001935",2011,328,1,0,13,3,0,0,2,2,3,3,0,0,54,36,12,10,8,2,17,25,25,16,35,48,24,2,0
"E33020403","E01009496","E02001935",2011,328,1,0,13,3,0,0,2,2,3,3,0,0,54,36,12,10,8,2,17,25,25,16,35,48,24,2,0
"E33020404","E01009496","E02001935",2011,414,1,0,9,0,0,0,0,1,4,4,0,0,34,19,10,13,11,3,2,10,14,11,202,69,6,0,0
"E33020404","E01009497","E02001935",2011,414,1,0,9,0,0,0,0,1,4,4,0,0,34,19,10,13,11,3,2,10,14,11,202,69,6,0,0
"E33020405","E01009504","E02001935",2011,255,0,0,6,2,0,0,0,1,1,2,0,1,16,20,3,11,11,1,0,16,21,7,61,60,21,0,0
"E33020406","E01009497","E02001935",2011,577,1,0,7,1,1,0,0,2,1,2,0,1,20,76,61,49,4,17,14,34,41,46,84,53,69,0,0
"E33020407","E01008967","E02001936",2011,345,0,0,21,3,0,0,5,6,2,5,0,1,168,17,13,8,12,10,6,7,6,29,25,12,10,0,0
"E33020407","E01008970","E02001936",2011,345,0,0,21,3,0,0,5,6,2,5,0,1,168,17,13,8,12,10,6,7,6,29,25,12,10,0,0
"E33020408","E01008981","E02001936",2011,422,0,0,11,2,0,0,0,2,3,4,0,2,21,107,20,10,7,36,3,21,24,5,22,109,24,0,0
"E33020408","E01008967","E02001936",2011,422,0,0,11,2,0,0,0,2,3,4,0,2,21,107,20,10,7,36,3,21,24,5,22,109,24,0,0
"E33020409","E01008981","E02001936",2011,363,0,0,13,0,0,1,1,3,7,1,1,1,29,41,7,8,11,11,3,22,10,12,154,31,8,1,0
"E33020409","E01008967","E02001936",2011,363,0,0,13,0,0,1,1,3,7,1,1,1,29,41,7,8,11,11,3,22,10,12,154,31,8,1,0
"E33020409","E01008968","E02001936",2011,363,0,0,13,0,0,1,1,3,7,1,1,1,29,41,7,8,11,11,3,22,10,12,154,31,8,1,0
"E33020410","E01008968","E02001936",2011,394,0,0,11,0,1,0,1,2,4,3,3,2,44,25,95,30,17,4,8,52,12,6,19,47,19,0,0
